contrast_id	gene_id	gene_key	baseline_expression	spread_i	n_methods	gene_name	gene_start	gene_end	gene_length_bp	length_source	log10_gene_length	baseline_rank_pct	baseline_bin	head_indicator	time_bin
DT_vs_D_4h	ENSG00000245293_AC096564.1	ENSG00000245293	-2.3201843881798427	1.040571264591092	6	CYP2U1-AS1	107863473	107989761	126289	GTF gene span	5.101365524368886	0.11360988114658588	Non-head	0	Early
DT_vs_D_4h	ENSG00000245317_AC008393.1	ENSG00000245317	-1.0013196406329603	0.07497360119543667	6	MRNIP-DT	179858945	179861286	2342	GTF gene span	3.369586890736344	0.19861337683523655	Non-head	0	Early
DT_vs_D_4h	ENSG00000245322_AC097460.1	ENSG00000245322	-2.3776188299996717	0.4600760622520963	6	H2AZ1-DT	99950006	100195099	245094	GTF gene span	5.389332679678082	0.10883243999067817	Non-head	0	Early
DT_vs_D_4h	ENSG00000245468_LINC02447	ENSG00000245468	-3.0425126901299784	0.5008385014994243	6	LINC02447	7093776	7103843	10068	GTF gene span	4.002943206876325	0.06268934980191097	Non-head	0	Early
DT_vs_D_4h	ENSG00000245498_AP000866.1	ENSG00000245498	1.601910378208256	0.9257798916082727	6	MSANTD2-AS1	124800424	124834487	34064	GTF gene span	4.532295644094248	0.3349452342111396	Non-head	0	Early
DT_vs_D_4h	ENSG00000245522_LINC02709	ENSG00000245522	-2.855352444855272	0.6129952985405533	6	LINC02709	9754770	9759533	4764	GTF gene span	3.67797175281074	0.07882777907247727	Non-head	0	Early
DT_vs_D_4h	ENSG00000245532_NEAT1	ENSG00000245532	8.782447605914907	1.068517876185197	6	NEAT1	65422774	65445540	22767	GTF gene span	4.357305807546096	0.984968538802144	Head	1	Early
DT_vs_D_4h	ENSG00000245534_RORA-AS1	ENSG00000245534	-3.3586287737071068	0.5461497805153084	6	RORA-AS1	60479151	60630637	151487	GTF gene span	5.180375365046186	0.04445350734094616	Non-head	0	Early
DT_vs_D_4h	ENSG00000245552_AP000787.1	ENSG00000245552	0.1182503273903614	0.3403771254465754	6	LNCRNA-IUR	95150499	95309854	159356	GTF gene span	5.2023684199769	0.25955488231181545	Non-head	0	Early
DT_vs_D_4h	ENSG00000245556_SCAMP1-AS1	ENSG00000245556	2.72349591064685	0.018624094639988743	6	SCAMP1-AS1	78342330	78360532	18203	GTF gene span	4.260142969088207	0.3964110929853181	Non-head	0	Early
DT_vs_D_4h	ENSG00000245571_FAM111A-DT	ENSG00000245571	2.1145883077327845	1.1018833995942274	6	FAM111A-DT	59130133	59173063	42931	GTF gene span	4.63277100470175	0.36069680727103237	Non-head	0	Early
DT_vs_D_4h	ENSG00000245573_BDNF-AS	ENSG00000245573	0.4399559964764245	0.6169097719223838	6	BDNF-AS	27506808	27698231	191424	GTF gene span	5.281996387015205	0.2753437427173153	Non-head	0	Early
DT_vs_D_4h	ENSG00000245614_DDX11-AS1	ENSG00000245614	-0.4622565510179976	0.33082980519183935	6	DDX11-AS1	31019434	31073847	54414	GTF gene span	4.735710652281123	0.22803542297832674	Non-head	0	Early
DT_vs_D_4h	ENSG00000245648_AC022075.1	ENSG00000245648	-0.5877483412879334	0.4377942194546257	6	KLRK1-AS1	10363608	10398506	34899	GTF gene span	4.542812982812933	0.22156839897459799	Non-head	0	Early
DT_vs_D_4h	ENSG00000245680_ZNF585B	ENSG00000245680	3.218182899442212	0.1999195046318496	6	ZNF585B	37181145	37218153	37009	GTF gene span	4.568307350419368	0.43264973199720347	Non-head	0	Early
DT_vs_D_4h	ENSG00000245685_FRG1-DT	ENSG00000245685	-3.639901118417601	1.2339366504751843	6	FRG1-DT	189764391	189940733	176343	GTF gene span	5.2463582248670715	0.03513167093917502	Non-head	0	Early
DT_vs_D_4h	ENSG00000245694_CRNDE	ENSG00000245694	6.47543033148199	0.8436939338728765	6	CRNDE	54844649	54931354	86706	GTF gene span	4.93804915141774	0.8705429969704032	Non-head	0	Early
DT_vs_D_4h	ENSG00000245748_AC097382.2	ENSG00000245748	-2.729339008772708	1.1614362143164214	6	ENSG00000245748	7030347	7046231	15885	GTF gene span	4.200987219163166	0.08541132603122815	Non-head	0	Early
DT_vs_D_4h	ENSG00000245750_DRAIC	ENSG00000245750	-3.675640984149348	1.1906744125887214	6	DRAIC	69462921	69855357	392437	GTF gene span	5.593769947072584	0.034141225821486834	Non-head	0	Early
DT_vs_D_4h	ENSG00000245848_CEBPA	ENSG00000245848	0.08317910584299626	0.08755984886856596	6	CEBPA	33299934	33302534	2601	GTF gene span	3.4151403521958725	0.25763225355395014	Non-head	0	Early
DT_vs_D_4h	ENSG00000245849_RAD51-AS1	ENSG00000245849	2.3682172059831115	0.20245950982449062	6	RAD51-AS1	40686161	40695128	8968	GTF gene span	3.952695599586917	0.3746795618736891	Non-head	0	Early
DT_vs_D_4h	ENSG00000245888_NSMCE1-DT	ENSG00000245888	-0.987319788819063	0.21168578509180094	6	NSMCE1-DT	27268205	27290492	22288	GTF gene span	4.348071099079888	0.19977860638545794	Non-head	0	Early
DT_vs_D_4h	ENSG00000245904_AC025164.1	ENSG00000245904	1.36397763707672	1.2445534614980622	6	BTG1-DT	92144900	92252555	107656	GTF gene span	5.032038239401275	0.32288510836634815	Non-head	0	Early
DT_vs_D_4h	ENSG00000245910_SNHG6	ENSG00000245910	5.280349423538812	0.17348083816575338	6	SNHG6	66895990	66926525	30536	GTF gene span	4.484812146941042	0.6984968538802144	Non-head	0	Early
DT_vs_D_4h	ENSG00000245937_LINC01184	ENSG00000245937	4.291030020089417	0.43551334245891515	6	SLC12A2-DT	127939152	128083974	144823	GTF gene span	5.160837539622595	0.5495222558844093	Non-head	0	Early
DT_vs_D_4h	ENSG00000245975_AC090515.2	ENSG00000245975	-1.7473108332906713	0.519111021954129	6	MINDY2-DT	58760350	58772120	11771	GTF gene span	4.070813359702716	0.15247028664646936	Non-head	0	Early
DT_vs_D_4h	ENSG00000246067_RAB30-DT	ENSG00000246067	3.567741085939262	0.2161288434544955	6	RAB30-DT	83071977	83149417	77441	GTF gene span	4.888970952405682	0.46556746679095784	Non-head	0	Early
DT_vs_D_4h	ENSG00000246089_AC016065.1	ENSG00000246089	1.6984855937540728	0.6420572412819838	6	MCPH1-DT	6315551	6407308	91758	GTF gene span	4.962643938912067	0.33983919832206944	Non-head	0	Early
DT_vs_D_4h	ENSG00000246090_AP002026.1	ENSG00000246090	-2.2456662998528483	0.2521136185766576	6	ENSG00000246090	99086498	99301360	214863	GTF gene span	5.332161635224784	0.11762992309484968	Non-head	0	Early
DT_vs_D_4h	ENSG00000246130_AC107959.2	ENSG00000246130	-3.8652264150455538	0.5318531783876241	6	TNFRSF10B-AS1	23068229	23083619	15391	GTF gene span	4.187266838179294	0.026858541132603123	Non-head	0	Early
DT_vs_D_4h	ENSG00000246145_RRS1-AS1	ENSG00000246145	-0.937427674624762	0.23677455475649423	6	RRS1-DT	66209800	66432399	222600	GTF gene span	5.34752515999869	0.2019925425308786	Non-head	0	Early
DT_vs_D_4h	ENSG00000246174_KCTD21-AS1	ENSG00000246174	0.9717656328187384	0.5268521158548195	6	KCTD21-AS1	78139654	78187685	48032	GTF gene span	4.681530670563176	0.3027266371475181	Non-head	0	Early
DT_vs_D_4h	ENSG00000246225_AC006299.1	ENSG00000246225	-2.519627743394289	0.5985602509197372	6	ENSG00000246225	22829380	22945393	116014	GTF gene span	5.064510400915472	0.09910277324632953	Non-head	0	Early
DT_vs_D_4h	ENSG00000246228_CASC8	ENSG00000246228	0.6518502304803996	0.18120329235348134	6	CASC8	127289667	127482139	192473	GTF gene span	5.284369815540999	0.286762992309485	Non-head	0	Early
DT_vs_D_4h	ENSG00000246263_UBR5-AS1	ENSG00000246263	1.152599953084212	0.37267946512601446	6	UBR5-DT	102239386	102253750	14365	GTF gene span	4.157305630327966	0.3115241202516896	Non-head	0	Early
DT_vs_D_4h	ENSG00000246273_SBF2-AS1	ENSG00000246273	2.472458688858028	0.7986945012731357	6	SBF2-AS1	9758267	9811335	53069	GTF gene span	4.7248409041250765	0.3807387555348404	Non-head	0	Early
DT_vs_D_4h	ENSG00000246283_AC090510.1	ENSG00000246283	-2.7478455679321963	0.1468428008981469	6	TTBK2-AS1	42737157	42743202	6046	GTF gene span	3.781468142841798	0.08360522022838499	Non-head	0	Early
DT_vs_D_4h	ENSG00000246308_AC116535.1	ENSG00000246308	-4.954545003275542	1.3931357327677154	6	ENSG00000246308	10808679	10827009	18331	GTF gene span	4.263186157413705	0	Non-head	0	Early
DT_vs_D_4h	ENSG00000246334_PRR7-AS1	ENSG00000246334	0.1530805607334989	0.7789684216578762	6	PRR7-AS1	177433655	177455513	21859	GTF gene span	4.33963029007408	0.26089489629457	Non-head	0	Early
DT_vs_D_4h	ENSG00000246339_EXTL3-AS1	ENSG00000246339	-1.0951083734909266	0.25984317109755306	6	EXTL3-AS1	28690215	28702154	11940	GTF gene span	4.07700432679335	0.19342810533675134	Non-head	0	Early
DT_vs_D_4h	ENSG00000246350_AL049543.1	ENSG00000246350	-0.39999503225072974	0.18851930150628005	6	ZBED9-AS1	28587378	28591747	4370	GTF gene span	3.640481436970422	0.23205546492659054	Non-head	0	Early
DT_vs_D_4h	ENSG00000246523_FZD4-DT	ENSG00000246523	-3.330058358370124	0.5385894734965625	6	FZD4-DT	86955558	87021909	66352	GTF gene span	4.821854018019943	0.048298764856676765	Non-head	0	Early
DT_vs_D_4h	ENSG00000246526_LINC002481	ENSG00000246526	-1.0934541888105276	0.055427247603872576	6	LINC02481	6680936	6693673	12738	GTF gene span	4.105101244549642	0.1938941971568399	Non-head	0	Early
DT_vs_D_4h	ENSG00000246548_LINC02288	ENSG00000246548	-1.6713376205668824	0.33593760048935933	6	LINC02288	77027711	77086720	59010	GTF gene span	4.770925614638999	0.1581216499650431	Non-head	0	Early
DT_vs_D_4h	ENSG00000246560_UBE2D3-AS1	ENSG00000246560	-1.100098507900915	0.04671339820609073	6	UBE2D3-AS1	102827592	102844111	16520	GTF gene span	4.218010042984363	0.19267070612910744	Non-head	0	Early
DT_vs_D_4h	ENSG00000246582_AC100861.1	ENSG00000246582	2.137316252803351	0.66884045485672	6	TNFRSF10A-DT	23224471	23230926	6456	GTF gene span	3.809963521714014	0.3621533442088091	Non-head	0	Early
DT_vs_D_4h	ENSG00000246640_PICART1	ENSG00000246640	-3.2522239555083976	0.27091092366253916	6	PICART1	50050349	50056018	5670	GTF gene span	3.7535830588929064	0.051852714984852014	Non-head	0	Early
DT_vs_D_4h	ENSG00000246695_RASSF8-AS1	ENSG00000246695	-1.1709404520289044	0.11131005231250002	6	RASSF8-AS1	25936683	25959765	23083	GTF gene span	4.363292251571082	0.18859240270333255	Non-head	0	Early
DT_vs_D_4h	ENSG00000246705_H2AFJ	ENSG00000246705	5.234670037834656	1.2892325799330648	6	H2AJ	14774405	14778002	3598	GTF gene span	3.5560611590095323	0.6919715683989746	Non-head	0	Early
DT_vs_D_4h	ENSG00000246763_RGMB-AS1	ENSG00000246763	-1.408307353791075	0.04388800378537261	6	RGMB-AS1	98769618	98774507	4890	GTF gene span	3.6893088591236203	0.17460964810067583	Non-head	0	Early
DT_vs_D_4h	ENSG00000246777_AC044802.1	ENSG00000246777	-3.162261862827636	0.606356513655939	6	DYNC1LI2-DT	66751752	66754740	2989	GTF gene span	3.4755259150392805	0.05954323001631321	Non-head	0	Early
DT_vs_D_4h	ENSG00000246792_AC106038.1	ENSG00000246792	-1.0890535356204758	0.3034174999038649	6	ENSG00000246792	90646420	90670929	24510	GTF gene span	4.389343311252078	0.19436028897692845	Non-head	0	Early
DT_vs_D_4h	ENSG00000246859_STARD4-AS1	ENSG00000246859	-1.2849668759685178	0.0639499318066314	6	STARD4-AS1	111510396	111739726	229331	GTF gene span	5.360462764799514	0.18218364017711489	Non-head	0	Early
DT_vs_D_4h	ENSG00000246863_GPR176-DT	ENSG00000246863	-2.110553604158247	0.18687337066959603	6	GPR176-DT	39921036	39925886	4851	GTF gene span	3.6858312746260635	0.12899091120950829	Non-head	0	Early
DT_vs_D_4h	ENSG00000246877_DNM1P35	ENSG00000246877	-0.16717138422874991	0.49027455969891126	6	DNM1P35	75727670	75739045	11376	GTF gene span	4.055989583385691	0.24487298997902587	Non-head	0	Early
DT_vs_D_4h	ENSG00000246889_AP000487.1	ENSG00000246889	-0.5174578159438847	0.07962342806917032	6	CTTN-DT	70371622	70398492	26871	GTF gene span	4.429283828934125	0.22535539501281754	Non-head	0	Early
DT_vs_D_4h	ENSG00000246898_LINC00920	ENSG00000246898	2.0688014581701077	0.41040794871775504	6	LINC00920	66408504	66412135	3632	GTF gene span	3.5601458398490475	0.3576672104404568	Non-head	0	Early
DT_vs_D_4h	ENSG00000246922_UBAP1L	ENSG00000246922	1.628597874510603	0.6996520728163012	6	UBAP1L	65091766	65115200	23435	GTF gene span	4.369864957856229	0.3359939408063389	Non-head	0	Early
DT_vs_D_4h	ENSG00000246982_Z84485.1	ENSG00000246982	-2.3201843881798427	0.3650561801277695	6	BRPF3-AS1	36112466	36200952	88487	GTF gene span	4.946879471342224	0.11360988114658588	Non-head	0	Early
DT_vs_D_4h	ENSG00000246985_SOCS2-AS1	ENSG00000246985	-2.729339008772708	0.3939636306816472	6	SOCS2-AS1	93501115	93571768	70654	GTF gene span	4.849136753994237	0.08541132603122815	Non-head	0	Early
DT_vs_D_4h	ENSG00000247077_PGAM5	ENSG00000247077	6.627875457747347	0.5922876644269055	6	PGAM5	132710782	132722734	11953	GTF gene span	4.077476919504342	0.8874970869261245	Non-head	0	Early
DT_vs_D_4h	ENSG00000247081_BAALC-AS1	ENSG00000247081	1.1634079766083727	0.6195075703532916	6	BAALC-AS1	103153394	103371410	218017	GTF gene span	5.3384903592850534	0.31216499650431134	Non-head	0	Early
DT_vs_D_4h	ENSG00000247092_SNHG10	ENSG00000247092	6.1652746889388546	1.1401766777461617	6	SNHG10	95521937	95534925	12989	GTF gene span	4.113575716800568	0.831099976695409	Non-head	0	Early
DT_vs_D_4h	ENSG00000247095_MIR210HG	ENSG00000247095	0.8408295564508461	0.5986362982160713	6	MIR210HG	565657	568542	2886	GTF gene span	3.4602963267574753	0.2956769983686786	Non-head	0	Early
DT_vs_D_4h	ENSG00000247121_AC009126.1	ENSG00000247121	-0.35882438679339085	0.16115357726264157	6	ENSG00000247121	96814027	96936021	121995	GTF gene span	5.086342031355829	0.23456070845956653	Non-head	0	Early
DT_vs_D_4h	ENSG00000247134_AC090204.1	ENSG00000247134	1.1691725164979814	0.11472323152078738	6	ENSG00000247134	32927913	33076792	148880	GTF gene span	5.1728363601227105	0.3124563038918667	Non-head	0	Early
DT_vs_D_4h	ENSG00000247137_AP000873.2	ENSG00000247137	1.7118913463653749	1.0709494808521136	6	ANKRD42-DT	83184003	83193794	9792	GTF gene span	3.990871404801486	0.34082964343975763	Non-head	0	Early
DT_vs_D_4h	ENSG00000247157_LINC01252	ENSG00000247157	-1.9987340733609729	0.5815277442922036	6	LINC01252	11499742	11590369	90628	GTF gene span	4.957262395986016	0.13516662782568165	Non-head	0	Early
DT_vs_D_4h	ENSG00000247199_AC011346.1	ENSG00000247199	-0.06174972394030112	0.17441872955776333	6	FBXO38-DT	148088125	148383911	295787	GTF gene span	5.4709790826009295	0.2509321836401771	Non-head	0	Early
DT_vs_D_4h	ENSG00000247240_UBL7-AS1	ENSG00000247240	1.177698721727813	0.6759850572292239	6	UBL7-DT	74461194	74516959	55766	GTF gene span	4.746369494406775	0.3128641342344442	Non-head	0	Early
DT_vs_D_4h	ENSG00000247271_ZBED5-AS1	ENSG00000247271	3.0733431714539785	1.0171748580569724	6	ZBED5-AS1	10858179	11062660	204482	GTF gene span	5.310655084251761	0.4219296201351666	Non-head	0	Early
DT_vs_D_4h	ENSG00000247287_AL359220.1	ENSG00000247287	-1.2116055058223023	0.27820274082063934	6	PRKCH-AS1	61294909	61322838	27930	GTF gene span	4.446070935701005	0.18748543463062223	Non-head	0	Early
DT_vs_D_4h	ENSG00000247315_ZCCHC3	ENSG00000247315	4.711572750016045	0.3087729349738204	6	ZCCHC3	297570	300321	2752	GTF gene span	3.4396484295634737	0.6118037753437428	Non-head	0	Early
DT_vs_D_4h	ENSG00000247317_LY6E-DT	ENSG00000247317	0.628490824207117	0.29477902525575606	6	LY6E-DT	142981707	143018626	36920	GTF gene span	4.567261692353874	0.2855977627592636	Non-head	0	Early
DT_vs_D_4h	ENSG00000247363_AC090061.1	ENSG00000247363	-4.441165881953831	0.5272304359116784	6	NUP107-DT	68674368	68687755	13388	GTF gene span	4.12671570368574	0.00932183640177115	Non-head	0	Early
DT_vs_D_4h	ENSG00000247373_TMED2-DT	ENSG00000247373	0.4730357762080881	0.5565802189116721	6	TMED2-DT	123570393	123602035	31643	GTF gene span	4.500277651237841	0.2770915870426474	Non-head	0	Early
DT_vs_D_4h	ENSG00000247400_DNAJC3-DT	ENSG00000247400	2.1104824166986385	0.6054158643646035	6	DNAJC3-DT	95648711	95677367	28657	GTF gene span	4.457230723687269	0.360347238405966	Non-head	0	Early
DT_vs_D_4h	ENSG00000247498_GPRC5D-AS1	ENSG00000247498	0.3165254238045266	0.426761966535029	6	GPRC5D-AS1	12927682	13022056	94375	GTF gene span	4.974856964637245	0.26893498019109763	Non-head	0	Early
DT_vs_D_4h	ENSG00000247516_MIR4458HG	ENSG00000247516	3.115267983313907	0.4458344355998167	6	MIR4458HG	8450701	8486930	36230	GTF gene span	4.559068334034537	0.4250757399207644	Non-head	0	Early
DT_vs_D_4h	ENSG00000247556_OIP5-AS1	ENSG00000247556	7.846515266890282	0.46083016767366775	6	OIP5-AS1	41283958	41322392	38435	GTF gene span	4.584726885405286	0.963994406898159	Head	1	Early
DT_vs_D_4h	ENSG00000247572_CKMT2-AS1	ENSG00000247572	2.0999289589619368	0.39787856429808344	6	CKMT2-AS1	81201341	81301582	100242	GTF gene span	5.0010497229930655	0.35976462363085526	Non-head	0	Early
DT_vs_D_4h	ENSG00000247595_SPTY2D1OS	ENSG00000247595	-0.9449518063298326	0.0659428132931533	6	MISFA	18588781	18610255	21475	GTF gene span	4.3319331725032795	0.2010020974131904	Non-head	0	Early
DT_vs_D_4h	ENSG00000247596_TWF2	ENSG00000247596	4.953540639530555	0.8999838800990935	6	TWF2	52228612	52246788	18177	GTF gene span	4.259522207216192	0.6476928454905616	Non-head	0	Early
DT_vs_D_4h	ENSG00000247624_CPEB2-DT	ENSG00000247624	-2.865375486867608	0.35290851304303106	6	CPEB2-DT	14909961	15002337	92377	GTF gene span	4.965563854158618	0.07649731997203449	Non-head	0	Early
DT_vs_D_4h	ENSG00000247626_MARS2	ENSG00000247626	4.659326522095695	0.8665197273497205	6	MARS2	197705369	197708395	3027	GTF gene span	3.481012420956573	0.6041715217897926	Non-head	0	Early
DT_vs_D_4h	ENSG00000247679_AC139795.2	ENSG00000247679	0.2458780249211958	0.029554928310353473	6	ENSG00000247679	177611240	177619754	8515	GTF gene span	3.9301846522986197	0.26584712188301096	Non-head	0	Early
DT_vs_D_4h	ENSG00000247708_STX18-AS1	ENSG00000247708	3.517444139252004	0.5048811346853073	6	STX18-AS1	4542090	4821468	279379	GTF gene span	5.4461937585180396	0.46014914938242835	Non-head	0	Early
DT_vs_D_4h	ENSG00000247728_AC091057.2	ENSG00000247728	-0.4761414839983711	0.027433399789700358	6	ARHGAP11B-DT	30481013	30626012	145000	GTF gene span	5.161368002234975	0.22727802377068282	Non-head	0	Early
DT_vs_D_4h	ENSG00000247735_AC120114.1	ENSG00000247735	-0.5002324705568076	0.579616692014062	6	KCTD13-DT	29926836	29928933	2098	GTF gene span	3.3218054838575393	0.22652062456303892	Non-head	0	Early
DT_vs_D_4h	ENSG00000247765_AC068446.2	ENSG00000247765	0.6047090057618069	0.761994770421808	6	ENSG00000247765	21298233	21325241	27009	GTF gene span	4.431508504864177	0.28449079468655325	Non-head	0	Early
DT_vs_D_4h	ENSG00000247796_AC008966.1	ENSG00000247796	1.7754941706620753	0.06690214716342449	6	MOCS2-DT	53109816	53127673	17858	GTF gene span	4.25183281862864	0.3440922861803775	Non-head	0	Early
DT_vs_D_4h	ENSG00000247809_NR2F2-AS1	ENSG00000247809	0.5982934211444408	0.3259607072883718	6	NR2F2-AS1	96080713	96337579	256867	GTF gene span	5.409708313536608	0.28390817991144257	Non-head	0	Early
DT_vs_D_4h	ENSG00000247828_TMEM161B-AS1	ENSG00000247828	5.46805107966925	0.5187942045620042	6	TMEM161B-DT	88268843	88439337	170495	GTF gene span	5.231711647233209	0.7276275926357493	Non-head	0	Early
DT_vs_D_4h	ENSG00000247853_AC006064.2	ENSG00000247853	-2.405220726356029	0.18701940278250542	6	CHD4-AS1	6578622	6584739	6118	GTF gene span	3.7866094726486597	0.10690981123281286	Non-head	0	Early
DT_vs_D_4h	ENSG00000247903_AC024896.1	ENSG00000247903	-3.3586287737071068	1.0944192449413708	6	TM7SF3-AS1	26971586	26979582	7997	GTF gene span	3.902927096017263	0.04445350734094616	Non-head	0	Early
DT_vs_D_4h	ENSG00000247934_AC022364.1	ENSG00000247934	0.21708407200501653	0.08751934304493608	6	ENSG00000247934	28163298	28190738	27441	GTF gene span	4.438399933804706	0.2643323234677231	Non-head	0	Early
DT_vs_D_4h	ENSG00000247950_SEC24B-AS1	ENSG00000247950	0.1657258394159946	0.18622655301352642	6	SEC24B-AS1	109346134	109434572	88439	GTF gene span	4.946643823267404	0.2617688184572361	Non-head	0	Early
DT_vs_D_4h	ENSG00000247982_LINC00926	ENSG00000247982	-0.2381919724124838	0.17946179656123915	6	LINC00926	57300317	57307769	7453	GTF gene span	3.8723311212302507	0.24091120950827313	Non-head	0	Early
DT_vs_D_4h	ENSG00000248008_NRAV	ENSG00000248008	4.405672814006541	0.40746631539250583	6	NRAV	120488079	120495954	7876	GTF gene span	3.8963057074660807	0.5675833139128408	Non-head	0	Early
DT_vs_D_4h	ENSG00000248015_AC005329.1	ENSG00000248015	-2.405220726356029	0.3341625708582198	6	NDUFS7-AS1	1392170	1396467	4298	GTF gene span	3.6332664111554247	0.10690981123281286	Non-head	0	Early
DT_vs_D_4h	ENSG00000248019_FAM13A-AS1	ENSG00000248019	1.7799481016246	0.41671365230606094	6	FAM13A-AS1	88708622	88730103	21482	GTF gene span	4.332074712247686	0.34444185504544395	Non-head	0	Early
DT_vs_D_4h	ENSG00000248027_AP001351.1	ENSG00000248027	-2.528793594833895	0.1052223764337309	6	ARHGAP42-AS1	100684161	100687968	3808	GTF gene span	3.580696939712437	0.0960731764157539	Non-head	0	Early
DT_vs_D_4h	ENSG00000248049_UBA6-AS1	ENSG00000248049	3.364719992159116	0.29706569334483	6	UBA6-DT	67700955	68080952	379998	GTF gene span	5.579781310850364	0.4455837800046609	Non-head	0	Early
DT_vs_D_4h	ENSG00000248050_AC079061.1	ENSG00000248050	-1.572616321089809	0.10677391092087653	6	SYBU-AS1	109644115	109648084	3970	GTF gene span	3.598790506763115	0.16336518294103938	Non-head	0	Early
DT_vs_D_4h	ENSG00000248079_DPH6-DT	ENSG00000248079	-1.543374083103768	0.48725964681951905	6	DPH6-DT	35546154	35860199	314046	GTF gene span	5.496993266171899	0.1675600093218364	Non-head	0	Early
DT_vs_D_4h	ENSG00000248092_NNT-AS1	ENSG00000248092	3.9293006459284063	0.41023579839723323	6	NNT-AS1	43571594	43603230	31637	GTF gene span	4.500195294509041	0.5051270100209742	Non-head	0	Early
DT_vs_D_4h	ENSG00000248098_BCKDHA	ENSG00000248098	5.413820685579541	0.4575195635376448	6	BCKDHA	41397792	41425092	27301	GTF gene span	4.436178554972184	0.7184222791890003	Non-head	0	Early
DT_vs_D_4h	ENSG00000248150_LINC02150	ENSG00000248150	-4.954545003275542	0.021625406567308915	6	LINC02150	16373361	16440081	66721	GTF gene span	4.824262546790764	0	Non-head	0	Early
DT_vs_D_4h	ENSG00000248161_AC098487.1	ENSG00000248161	0.380081858537062	0.1523746868900051	6	NFKB1-AS1	102418602	102502487	83886	GTF gene span	4.923689486095877	0.27219762293171756	Non-head	0	Early
DT_vs_D_4h	ENSG00000248243_LINC02014	ENSG00000248243	-4.441165881953831	0.28054749230594456	6	LINC02014	130086132	130095921	9790	GTF gene span	3.9907826918031377	0.00932183640177115	Non-head	0	Early
DT_vs_D_4h	ENSG00000248275_TRIM52-AS1	ENSG00000248275	1.0828850720012044	0.5489742919231382	6	TRIM52-AS1	181246463	181295573	49111	GTF gene span	4.691178777341954	0.3080866930785365	Non-head	0	Early
DT_vs_D_4h	ENSG00000248323_LUCAT1	ENSG00000248323	-1.2745687903102858	0.12479508471858292	6	LUCAT1	91054834	91314547	259714	GTF gene span	5.414495361099722	0.1832906082498252	Non-head	0	Early
DT_vs_D_4h	ENSG00000248333_CDK11B	ENSG00000248333	3.761203804565418	0.17763597801628783	6	CDK11B	1635225	1659267	24043	GTF gene span	4.3809886564321054	0.4863668142624097	Non-head	0	Early
DT_vs_D_4h	ENSG00000248360_LINC00504	ENSG00000248360	-1.5096530366018257	0.19972044941840167	6	LINC00504	14470465	14888169	417705	GTF gene span	5.620869673875159	0.16808436261943602	Non-head	0	Early
DT_vs_D_4h	ENSG00000248362_AC011352.1	ENSG00000248362	-1.9907703613588823	0.029737129402828445	6	ENSG00000248362	147886086	147886878	793	GTF gene span	2.8992731873176036	0.13644838033092518	Non-head	0	Early
DT_vs_D_4h	ENSG00000248367_AC008610.1	ENSG00000248367	-2.1585668569013707	0.1766704304174343	6	ENSG00000248367	180292165	180295256	3092	GTF gene span	3.4902394852462875	0.12403868562106735	Non-head	0	Early
DT_vs_D_4h	ENSG00000248383_PCDHAC1	ENSG00000248383	-2.8802363248931435	1.2581765920654184	6	PCDHAC1	140926299	141012351	86053	GTF gene span	4.93476601540425	0.07288510836634816	Non-head	0	Early
DT_vs_D_4h	ENSG00000248429_FAM198B-AS1	ENSG00000248429	2.8504584296956907	0.19378853475401672	6	GASK1B-AS1	158170752	158202877	32126	GTF gene span	4.506856655023323	0.40480074574691216	Non-head	0	Early
DT_vs_D_4h	ENSG00000248445_SEMA6A-AS1	ENSG00000248445	-1.3649243601907006	0.12266619518762423	6	SEMA6A-AS1	116432500	116552198	119699	GTF gene span	5.078090522200095	0.17688184572360754	Non-head	0	Early
DT_vs_D_4h	ENSG00000248473_LINC01962	ENSG00000248473	-2.2491775684941326	0.2877248897782903	6	LINC01962	181178821	181191956	13136	GTF gene span	4.118463139775366	0.11559077138196225	Non-head	0	Early
DT_vs_D_4h	ENSG00000248476_BACH1-IT1	ENSG00000248476	-2.4169740640366206	0.3110472508239365	6	BACH1-IT1	29351634	29361894	10261	GTF gene span	4.011189687609991	0.10562805872756934	Non-head	0	Early
DT_vs_D_4h	ENSG00000248483_POU5F2	ENSG00000248483	0.5705265889991049	0.10290330206645848	6	POU5F2	93733220	93741600	8381	GTF gene span	3.923295840655504	0.28256816592868794	Non-head	0	Early
DT_vs_D_4h	ENSG00000248487_ABHD14A	ENSG00000248487	3.2097978630374584	0.33065839232398053	6	ABHD14A	51971426	51982398	10973	GTF gene span	4.040325379199724	0.43154276392449314	Non-head	0	Early
DT_vs_D_4h	ENSG00000248489_LINC02062	ENSG00000248489	-1.7857446376051422	0.22982314455905004	6	CHD1-DT	98928530	98995013	66484	GTF gene span	4.822717140825213	0.15078070379864833	Non-head	0	Early
DT_vs_D_4h	ENSG00000248508_SRP14-AS1	ENSG00000248508	0.8208456474067164	0.08986950686749817	6	SRP14-DT	40039242	40087903	48662	GTF gene span	4.687189954391638	0.2948030762060126	Non-head	0	Early
DT_vs_D_4h	ENSG00000248517_LINC02437	ENSG00000248517	-1.8475233373824396	0.10175985821551217	6	LINC02437	184988997	185005186	16190	GTF gene span	4.209246848753374	0.14582847821020742	Non-head	0	Early
