gene_core,gene,gene_raw,type,start,stop,strand,score,pval,qval,dist_to_tss,band,updown_group
ENSG00000308285,ENSG00000308285_ENSG00000308285,ENSG00000308285.1_ENSG00000308285(+),TETO,940,958,-,16.175,1.33e-06,1,-52,,
ENSG00000308286,ENSG00000308286_ENSG00000308286,ENSG00000308286.1_ENSG00000308286(-),EBOX,1722,1733,+,13.2195,1.72e-05,0.607,726.5,,
ENSG00000308287,ENSG00000308287_ENSG00000308287,ENSG00000308287.1_ENSG00000308287(+),EBOX,779,790,+,11.7236,4.49e-05,0.63,-216.5,,
ENSG00000308287,ENSG00000308287_ENSG00000308287,ENSG00000308287.1_ENSG00000308287(+),EBOX,951,962,-,11.0569,6.92e-05,0.63,-44.5,,
ENSG00000308287,ENSG00000308287_ENSG00000308287,ENSG00000308287.1_ENSG00000308287(+),EBOX,1527,1538,+,10.8862,7.65e-05,0.63,531.5,,
ENSG00000308288,ENSG00000308288_ENSG00000308288,ENSG00000308288.1_ENSG00000308288(+),TETO,1393,1411,+,9.075,7.96e-05,1,401,,
ENSG00000308288,ENSG00000308288_ENSG00000308288,ENSG00000308288.1_ENSG00000308288(+),TETO,1393,1411,-,9.075,7.96e-05,1,401,,
ENSG00000308289,ENSG00000308289_ENSG00000308289,ENSG00000308289.1_ENSG00000308289(-),EBOX,309,320,+,14.3659,7.36e-06,0.496,-686.5,,
ENSG00000308289,ENSG00000308289_ENSG00000308289,ENSG00000308289.1_ENSG00000308289(-),EBOX,309,320,-,13.813,1.17e-05,0.553,-686.5,,
ENSG00000308289,ENSG00000308289_ENSG00000308289,ENSG00000308289.1_ENSG00000308289(-),EBOX,1284,1295,+,12.5528,2.64e-05,0.63,288.5,,
ENSG00000308289,ENSG00000308289_ENSG00000308289,ENSG00000308289.1_ENSG00000308289(-),EBOX,1284,1295,-,11.8862,4.06e-05,0.63,288.5,,
ENSG00000308289,ENSG00000308289_ENSG00000308289,ENSG00000308289.1_ENSG00000308289(-),EBOX,740,751,-,11.3008,5.9e-05,0.63,-255.5,,
ENSG00000308291,ENSG00000308291_ENSG00000308291,ENSG00000308291.1_ENSG00000308291(-),EBOX,437,448,+,11.3659,5.66e-05,0.63,-558.5,,
ENSG00000308293,ENSG00000308293_ENSG00000308293,ENSG00000308293.1_ENSG00000308293(-),TETO,1705,1723,+,10.74,3.54e-05,1,713,,
ENSG00000308295,ENSG00000308295_ENSG00000308295,ENSG00000308295.1_ENSG00000308295(+),TETO,1938,1956,+,9.555,6.19e-05,1,946,,
ENSG00000308297,ENSG00000308297_ENSG00000308297,ENSG00000308297.1_ENSG00000308297(-),EBOX,1565,1576,+,16.1545,5.93e-07,0.334,569.5,,
ENSG00000308297,ENSG00000308297_ENSG00000308297,ENSG00000308297.1_ENSG00000308297(-),EBOX,1565,1576,-,11.0407,6.96e-05,0.63,569.5,,
ENSG00000308298,ENSG00000308298_ENSG00000308298,ENSG00000308298.1_ENSG00000308298(+),EBOX,690,701,-,13.3171,1.6e-05,0.593,-305.5,,
ENSG00000308298,ENSG00000308298_ENSG00000308298,ENSG00000308298.1_ENSG00000308298(+),EBOX,690,701,+,11.5285,5.12e-05,0.63,-305.5,,
ENSG00000308299,ENSG00000308299_ENSG00000308299,ENSG00000308299.1_ENSG00000308299(+),EBOX,1582,1593,+,14.1789,8.79e-06,0.529,586.5,,
ENSG00000308299,ENSG00000308299_ENSG00000308299,ENSG00000308299.1_ENSG00000308299(+),EBOX,1582,1593,-,10.5772,9.2e-05,0.63,586.5,,
ENSG00000308300,ENSG00000308300_ENSG00000308300,ENSG00000308300.1_ENSG00000308300(+),EBOX,1555,1566,-,11.8374,4.17e-05,0.63,559.5,,
ENSG00000308300,ENSG00000308300_ENSG00000308300,ENSG00000308300.1_ENSG00000308300(+),EBOX,254,265,+,11.439,5.4e-05,0.63,-741.5,,
ENSG00000308300,ENSG00000308300_ENSG00000308300,ENSG00000308300.1_ENSG00000308300(+),TETO,1317,1335,-,9.925,5.19e-05,1,325,,
ENSG00000308301,ENSG00000308301_ENSG00000308301,ENSG00000308301.1_ENSG00000308301(-),EBOX,587,598,-,14.4715,6.84e-06,0.493,-408.5,,
ENSG00000308301,ENSG00000308301_ENSG00000308301,ENSG00000308301.1_ENSG00000308301(-),EBOX,587,598,+,13.9756,1.03e-05,0.545,-408.5,,
ENSG00000308301,ENSG00000308301_ENSG00000308301,ENSG00000308301.1_ENSG00000308301(-),EBOX,471,482,+,10.4472,9.92e-05,0.63,-524.5,,
ENSG00000308302,ENSG00000308302_ENSG00000308302,ENSG00000308302.1_ENSG00000308302(+),EBOX,715,726,+,10.4472,9.92e-05,0.63,-280.5,,
ENSG00000308302,ENSG00000308302_ENSG00000308302,ENSG00000308302.1_ENSG00000308302(+),TETO,1003,1021,+,8.78,9.39e-05,1,11,,
ENSG00000308305,ENSG00000308305_ENSG00000308305,ENSG00000308305.1_ENSG00000308305(-),EBOX,1096,1107,+,12.7886,2.25e-05,0.63,100.5,,
ENSG00000308305,ENSG00000308305_ENSG00000308305,ENSG00000308305.1_ENSG00000308305(-),EBOX,1096,1107,-,10.7561,8.24e-05,0.63,100.5,,
ENSG00000308309,ENSG00000308309_ENSG00000308309,ENSG00000308309.1_ENSG00000308309(-),EBOX,734,745,-,13.065,1.88e-05,0.621,-261.5,,
ENSG00000308309,ENSG00000308309_ENSG00000308309,ENSG00000308309.1_ENSG00000308309(-),EBOX,734,745,+,11.187,6.37e-05,0.63,-261.5,,
ENSG00000308309,ENSG00000308309_ENSG00000308309,ENSG00000308309.1_ENSG00000308309(-),TETO,1045,1063,+,11.89,1.77e-05,1,53,,
ENSG00000308312,ENSG00000308312_ENSG00000308312,ENSG00000308312.1_ENSG00000308312(+),EBOX,1112,1123,-,11.5528,5.02e-05,0.63,116.5,,
ENSG00000308312,ENSG00000308312_ENSG00000308312,ENSG00000308312.1_ENSG00000308312(+),TETO,663,681,+,11.645,2.06e-05,1,-329,,
ENSG00000308312,ENSG00000308312_ENSG00000308312,ENSG00000308312.1_ENSG00000308312(+),TETO,1073,1091,-,8.98,8.4e-05,1,81,,
ENSG00000308314,ENSG00000308314_ENSG00000308314,ENSG00000308314.1_ENSG00000308314(+),TETO,1036,1054,+,8.725,9.69e-05,1,44,,
ENSG00000308315,ENSG00000308315_ENSG00000308315,ENSG00000308315.1_ENSG00000308315(-),EBOX,1514,1525,-,10.7154,8.47e-05,0.63,518.5,,
ENSG00000308317,ENSG00000308317_ENSG00000308317,ENSG00000308317.1_ENSG00000308317(-),TETO,824,842,+,11.84,1.82e-05,1,-168,,
ENSG00000308318,ENSG00000308318_ENSG00000308318,ENSG00000308318.1_ENSG00000308318(+),EBOX,423,434,+,13.7886,1.18e-05,0.556,-572.5,,
ENSG00000308319,ENSG00000308319_ENSG00000308319,ENSG00000308319.1_ENSG00000308319(+),TETO,1231,1249,-,9.5,6.35e-05,1,239,,
ENSG00000308319,ENSG00000308319_ENSG00000308319,ENSG00000308319.1_ENSG00000308319(+),TETO,1231,1249,+,9.195,7.46e-05,1,239,,
ENSG00000308321,ENSG00000308321_ENSG00000308321,ENSG00000308321.1_ENSG00000308321(+),EBOX,1836,1847,-,11.3252,5.8e-05,0.63,840.5,,
ENSG00000308322,ENSG00000308322_ENSG00000308322,ENSG00000308322.1_ENSG00000308322(-),EBOX,1844,1855,-,10.9675,7.28e-05,0.63,848.5,,
ENSG00000308323,ENSG00000308323_ENSG00000308323,ENSG00000308323.1_ENSG00000308323(+),EBOX,847,858,+,10.4553,9.86e-05,0.63,-148.5,,
ENSG00000308324,ENSG00000308324_ENSG00000308324,ENSG00000308324.1_ENSG00000308324(+),TETO,301,319,+,8.825,9.17e-05,1,-691,,
ENSG00000308325,ENSG00000308325_ENSG00000308325,ENSG00000308325.1_ENSG00000308325(-),EBOX,1880,1891,-,12.2195,3.27e-05,0.63,884.5,,
ENSG00000308325,ENSG00000308325_ENSG00000308325,ENSG00000308325.1_ENSG00000308325(-),EBOX,1880,1891,+,10.935,7.4e-05,0.63,884.5,,
ENSG00000308327,ENSG00000308327_ENSG00000308327,ENSG00000308327.1_ENSG00000308327(-),EBOX,614,625,+,12.1138,3.49e-05,0.63,-381.5,,
ENSG00000308327,ENSG00000308327_ENSG00000308327,ENSG00000308327.1_ENSG00000308327(-),EBOX,614,625,-,11.8211,4.24e-05,0.63,-381.5,,
ENSG00000308327,ENSG00000308327_ENSG00000308327,ENSG00000308327.1_ENSG00000308327(-),TETO,1351,1369,+,9.075,7.96e-05,1,359,,
ENSG00000308327,ENSG00000308327_ENSG00000308327,ENSG00000308327.1_ENSG00000308327(-),TETO,1351,1369,-,9.075,7.96e-05,1,359,,
ENSG00000308334,ENSG00000308334_ENSG00000308334,ENSG00000308334.1_ENSG00000308334(+),EBOX,719,730,+,11.0569,6.92e-05,0.63,-276.5,,
ENSG00000308334,ENSG00000308334_ENSG00000308334,ENSG00000308334.1_ENSG00000308334(+),EBOX,719,730,-,11.0244,7.04e-05,0.63,-276.5,,
ENSG00000308334,ENSG00000308334_ENSG00000308334,ENSG00000308334.1_ENSG00000308334(+),EBOX,1762,1773,+,10.6911,8.62e-05,0.63,766.5,,
ENSG00000308337,ENSG00000308337_ENSG00000308337,ENSG00000308337.1_ENSG00000308337(+),EBOX,546,557,+,12.626,2.49e-05,0.63,-449.5,,
ENSG00000308337,ENSG00000308337_ENSG00000308337,ENSG00000308337.1_ENSG00000308337(+),EBOX,546,557,-,12.5854,2.57e-05,0.63,-449.5,,
ENSG00000308337,ENSG00000308337_ENSG00000308337,ENSG00000308337.1_ENSG00000308337(+),EBOX,1574,1585,-,10.8943,7.59e-05,0.63,578.5,,
ENSG00000308337,ENSG00000308337_ENSG00000308337,ENSG00000308337.1_ENSG00000308337(+),EBOX,326,337,+,10.626,8.98e-05,0.63,-669.5,,
ENSG00000308339,ENSG00000308339_ENSG00000308339,ENSG00000308339.1_ENSG00000308339(+),EBOX,1742,1753,-,12.065,3.59e-05,0.63,746.5,,
ENSG00000308343,ENSG00000308343_ENSG00000308343,ENSG00000308343.1_ENSG00000308343(-),EBOX,862,873,+,12.0488,3.62e-05,0.63,-133.5,,
ENSG00000308343,ENSG00000308343_ENSG00000308343,ENSG00000308343.1_ENSG00000308343(-),EBOX,862,873,-,10.5285,9.44e-05,0.63,-133.5,,
ENSG00000308345,ENSG00000308345_ENSG00000308345,ENSG00000308345.1_ENSG00000308345(+),EBOX,1179,1190,+,13.252,1.67e-05,0.599,183.5,,
ENSG00000308345,ENSG00000308345_ENSG00000308345,ENSG00000308345.1_ENSG00000308345(+),EBOX,1179,1190,-,11.065,6.88e-05,0.63,183.5,,
ENSG00000308346,ENSG00000308346_ENSG00000308346,ENSG00000308346.1_ENSG00000308346(-),EBOX,1455,1466,+,11.2276,6.21e-05,0.63,459.5,,
ENSG00000308347,ENSG00000308347_ENSG00000308347,ENSG00000308347.1_ENSG00000308347(-),EBOX,134,145,-,10.4797,9.72e-05,0.63,-861.5,,
ENSG00000308350,ENSG00000308350_ENSG00000308350,ENSG00000308350.1_ENSG00000308350(+),TETO,22,40,+,11.86,1.8e-05,1,-970,,
ENSG00000308352,ENSG00000308352_ENSG00000308352,ENSG00000308352.1_ENSG00000308352(-),EBOX,1481,1492,+,10.5691,9.24e-05,0.63,485.5,,
ENSG00000308352,ENSG00000308352_ENSG00000308352,ENSG00000308352.1_ENSG00000308352(-),TETO,1505,1523,+,10.3,4.37e-05,1,513,,
ENSG00000308353,ENSG00000308353_ENSG00000308353,ENSG00000308353.1_ENSG00000308353(+),EBOX,1872,1883,-,13.8537,1.13e-05,0.552,876.5,,
ENSG00000308353,ENSG00000308353_ENSG00000308353,ENSG00000308353.1_ENSG00000308353(+),EBOX,1872,1883,+,11.7724,4.36e-05,0.63,876.5,,
ENSG00000308353,ENSG00000308353_ENSG00000308353,ENSG00000308353.1_ENSG00000308353(+),EBOX,1208,1219,-,10.6585,8.8e-05,0.63,212.5,,
ENSG00000308357,ENSG00000308357_ENSG00000308357,ENSG00000308357.1_ENSG00000308357(+),EBOX,774,785,-,10.9756,7.24e-05,0.63,-221.5,,
ENSG00000308360,ENSG00000308360_ENSG00000308360,ENSG00000308360.1_ENSG00000308360(+),EBOX,1566,1577,-,11.2764,6.03e-05,0.63,570.5,,
ENSG00000308361,ENSG00000308361_ENSG00000308361,ENSG00000308361.1_ENSG00000308361(+),TETO,640,658,+,10.38,4.22e-05,1,-352,,
ENSG00000308362,ENSG00000308362_ENSG00000308362,ENSG00000308362.1_ENSG00000308362(-),EBOX,1659,1670,-,13.0325,1.94e-05,0.625,663.5,,
ENSG00000308362,ENSG00000308362_ENSG00000308362,ENSG00000308362.1_ENSG00000308362(-),EBOX,1659,1670,+,11.9431,3.89e-05,0.63,663.5,,
ENSG00000308364,ENSG00000308364_ENSG00000308364,ENSG00000308364.1_ENSG00000308364(-),TETO,1970,1988,-,9.37,6.78e-05,1,978,,
ENSG00000308366,ENSG00000308366_ENSG00000308366,ENSG00000308366.1_ENSG00000308366(+),EBOX,1637,1648,-,11.5854,4.92e-05,0.63,641.5,,
ENSG00000308366,ENSG00000308366_ENSG00000308366,ENSG00000308366.1_ENSG00000308366(+),EBOX,1637,1648,+,11.5041,5.2e-05,0.63,641.5,,
ENSG00000308366,ENSG00000308366_ENSG00000308366,ENSG00000308366.1_ENSG00000308366(+),EBOX,1310,1321,-,10.5772,9.2e-05,0.63,314.5,,
ENSG00000308369,ENSG00000308369_ENSG00000308369,ENSG00000308369.1_ENSG00000308369(+),EBOX,129,140,+,10.6179,9.02e-05,0.63,-866.5,,
ENSG00000308371,ENSG00000308371_ENSG00000308371,ENSG00000308371.1_ENSG00000308371(+),TETO,1139,1157,-,9.475,6.44e-05,1,147,,
ENSG00000308372,ENSG00000308372_ENSG00000308372,ENSG00000308372.1_ENSG00000308372(-),EBOX,914,925,-,11.9756,3.8e-05,0.63,-81.5,,
ENSG00000308372,ENSG00000308372_ENSG00000308372,ENSG00000308372.1_ENSG00000308372(-),EBOX,1882,1893,-,10.748,8.29e-05,0.63,886.5,,
ENSG00000308373,ENSG00000308373_ENSG00000308373,ENSG00000308373.1_ENSG00000308373(-),TETO,231,249,-,9.75,5.63e-05,1,-761,,
ENSG00000308375,ENSG00000308375_ENSG00000308375,ENSG00000308375.1_ENSG00000308375(-),TETO,1461,1479,-,11.335,2.51e-05,1,469,,
ENSG00000308376,ENSG00000308376_ENSG00000308376,ENSG00000308376.1_ENSG00000308376(+),EBOX,953,964,-,14.9268,4.21e-06,0.459,-42.5,,
ENSG00000308376,ENSG00000308376_ENSG00000308376,ENSG00000308376.1_ENSG00000308376(+),EBOX,953,964,+,14.0244,1e-05,0.543,-42.5,,
ENSG00000308376,ENSG00000308376_ENSG00000308376,ENSG00000308376.1_ENSG00000308376(+),EBOX,922,933,+,13.252,1.67e-05,0.599,-73.5,,
ENSG00000308376,ENSG00000308376_ENSG00000308376,ENSG00000308376.1_ENSG00000308376(+),EBOX,922,933,-,11.065,6.88e-05,0.63,-73.5,,
ENSG00000308379,ENSG00000308379_ENSG00000308379,ENSG00000308379.1_ENSG00000308379(+),TETO,1651,1669,-,9.725,5.7e-05,1,659,,
ENSG00000308381,ENSG00000308381_ENSG00000308381,ENSG00000308381.1_ENSG00000308381(-),TETO,56,74,-,12.79,1.12e-05,1,-936,,
ENSG00000308383,ENSG00000308383_ENSG00000308383,ENSG00000308383.1_ENSG00000308383(-),TETO,1037,1055,+,8.725,9.69e-05,1,45,,
ENSG00000308385,ENSG00000308385_ENSG00000308385,ENSG00000308385.1_ENSG00000308385(-),TETO,500,518,-,10.755,3.51e-05,1,-492,,
ENSG00000308386,ENSG00000308386_ENSG00000308386,ENSG00000308386.1_ENSG00000308386(+),EBOX,101,112,+,10.6341,8.92e-05,0.63,-894.5,,
ENSG00000308386,ENSG00000308386_ENSG00000308386,ENSG00000308386.1_ENSG00000308386(+),TETO,763,781,+,11.22,2.7e-05,1,-229,,
ENSG00000308389,ENSG00000308389_ENSG00000308389,ENSG00000308389.1_ENSG00000308389(+),EBOX,969,980,+,11.0569,6.92e-05,0.63,-26.5,,
ENSG00000308391,ENSG00000308391_ENSG00000308391,ENSG00000308391.1_ENSG00000308391(+),EBOX,1045,1056,-,12.4553,2.8e-05,0.63,49.5,,
ENSG00000308391,ENSG00000308391_ENSG00000308391,ENSG00000308391.1_ENSG00000308391(+),EBOX,1227,1238,+,11.2846,5.97e-05,0.63,231.5,,
ENSG00000308391,ENSG00000308391_ENSG00000308391,ENSG00000308391.1_ENSG00000308391(+),TETO,1923,1941,+,9.21,7.4e-05,1,931,,
ENSG00000308392,ENSG00000308392_ENSG00000308392,ENSG00000308392.1_ENSG00000308392(-),EBOX,446,457,+,10.748,8.29e-05,0.63,-549.5,,
ENSG00000308392,ENSG00000308392_ENSG00000308392,ENSG00000308392.1_ENSG00000308392(-),TETO,894,912,+,13.03,9.76e-06,1,-98,,
ENSG00000308393,ENSG00000308393_ENSG00000308393,ENSG00000308393.1_ENSG00000308393(+),TETO,1369,1387,-,9.62,5.99e-05,1,377,,
ENSG00000308394,ENSG00000308394_ENSG00000308394,ENSG00000308394.1_ENSG00000308394(+),EBOX,671,682,+,11.374,5.63e-05,0.63,-324.5,,
ENSG00000308394,ENSG00000308394_ENSG00000308394,ENSG00000308394.1_ENSG00000308394(+),TETO,929,947,+,11.43,2.37e-05,1,-63,,
ENSG00000308395,ENSG00000308395_ENSG00000308395,ENSG00000308395.1_ENSG00000308395(-),TETO,737,755,-,8.945,8.57e-05,1,-255,,
ENSG00000308395,ENSG00000308395_ENSG00000308395,ENSG00000308395.1_ENSG00000308395(-),TETO,518,536,+,8.745,9.58e-05,1,-474,,
ENSG00000308397,ENSG00000308397_ENSG00000308397,ENSG00000308397.1_ENSG00000308397(-),TETO,1696,1714,-,11.305,2.56e-05,1,704,,
ENSG00000308397,ENSG00000308397_ENSG00000308397,ENSG00000308397.1_ENSG00000308397(-),TETO,1700,1718,+,8.765,9.47e-05,1,708,,
ENSG00000308398,ENSG00000308398_ENSG00000308398,ENSG00000308398.1_ENSG00000308398(+),TETO,772,790,-,15.475,2.28e-06,1,-220,,
ENSG00000308400,ENSG00000308400_ENSG00000308400,ENSG00000308400.1_ENSG00000308400(-),EBOX,412,423,-,11.3089,5.87e-05,0.63,-583.5,,
ENSG00000308400,ENSG00000308400_ENSG00000308400,ENSG00000308400.1_ENSG00000308400(-),EBOX,1358,1369,+,10.6341,8.92e-05,0.63,362.5,,
ENSG00000308400,ENSG00000308400_ENSG00000308400,ENSG00000308400.1_ENSG00000308400(-),EBOX,315,326,-,10.4797,9.72e-05,0.63,-680.5,,
ENSG00000308400,ENSG00000308400_ENSG00000308400,ENSG00000308400.1_ENSG00000308400(-),TETO,1787,1805,-,13.545,6.94e-06,1,795,,
ENSG00000308404,ENSG00000308404_ENSG00000308404,ENSG00000308404.1_ENSG00000308404(+),EBOX,950,961,+,16.065,6.75e-07,0.334,-45.5,,
ENSG00000308404,ENSG00000308404_ENSG00000308404,ENSG00000308404.1_ENSG00000308404(+),EBOX,950,961,-,16.065,6.75e-07,0.334,-45.5,,
ENSG00000308407,ENSG00000308407_ENSG00000308407,ENSG00000308407.1_ENSG00000308407(+),TETO,409,427,+,12.46,1.32e-05,1,-583,,
ENSG00000308407,ENSG00000308407_ENSG00000308407,ENSG00000308407.1_ENSG00000308407(+),TETO,1683,1701,+,9.095,7.87e-05,1,691,,
ENSG00000308408,ENSG00000308408_ENSG00000308408,ENSG00000308408.1_ENSG00000308408(-),EBOX,506,517,+,11.8943,4.03e-05,0.63,-489.5,,
ENSG00000308408,ENSG00000308408_ENSG00000308408,ENSG00000308408.1_ENSG00000308408(-),EBOX,1418,1429,-,10.4959,9.61e-05,0.63,422.5,,
ENSG00000308409,ENSG00000308409_ENSG00000308409,ENSG00000308409.1_ENSG00000308409(+),TETO,1425,1443,+,9.87,5.33e-05,1,433,,
ENSG00000308409,ENSG00000308409_ENSG00000308409,ENSG00000308409.1_ENSG00000308409(+),TETO,1425,1443,-,9.565,6.16e-05,1,433,,
ENSG00000308410,ENSG00000308410_ENSG00000308410,ENSG00000308410.1_ENSG00000308410(-),EBOX,935,946,-,11.0732,6.85e-05,0.63,-60.5,,
ENSG00000308410,ENSG00000308410_ENSG00000308410,ENSG00000308410.1_ENSG00000308410(-),TETO,1222,1240,+,14.765,3.4e-06,1,230,,
ENSG00000308410,ENSG00000308410_ENSG00000308410,ENSG00000308410.1_ENSG00000308410(-),TETO,1341,1359,+,12.245,1.46e-05,1,349,,
ENSG00000308410,ENSG00000308410_ENSG00000308410,ENSG00000308410.1_ENSG00000308410(-),TETO,1013,1031,-,9.135,7.7e-05,1,21,,
ENSG00000308413,ENSG00000308413_ENSG00000308413,ENSG00000308413.1_ENSG00000308413(+),EBOX,1486,1497,+,10.9593,7.31e-05,0.63,490.5,,
ENSG00000308416,ENSG00000308416_ENSG00000308416,ENSG00000308416.1_ENSG00000308416(+),EBOX,126,137,-,11.6667,4.68e-05,0.63,-869.5,,
ENSG00000308416,ENSG00000308416_ENSG00000308416,ENSG00000308416.1_ENSG00000308416(+),EBOX,126,137,+,11.2602,6.11e-05,0.63,-869.5,,
ENSG00000308416,ENSG00000308416_ENSG00000308416,ENSG00000308416.1_ENSG00000308416(+),TETO,1042,1060,-,11.58,2.14e-05,1,50,,
ENSG00000308417,ENSG00000308417_ENSG00000308417,ENSG00000308417.1_ENSG00000308417(-),EBOX,1954,1965,+,10.8699,7.75e-05,0.63,958.5,,
ENSG00000308418,ENSG00000308418_ENSG00000308418,ENSG00000308418.1_ENSG00000308418(-),EBOX,611,622,-,11.1951,6.33e-05,0.63,-384.5,,
ENSG00000308419,ENSG00000308419_ENSG00000308419,ENSG00000308419.1_ENSG00000308419(+),TETO,736,754,-,8.945,8.57e-05,1,-256,,
ENSG00000308419,ENSG00000308419_ENSG00000308419,ENSG00000308419.1_ENSG00000308419(+),TETO,517,535,+,8.745,9.58e-05,1,-475,,
ENSG00000308422,ENSG00000308422_ENSG00000308422,ENSG00000308422.1_ENSG00000308422(+),TETO,1606,1624,-,10.94,3.19e-05,1,614,,
ENSG00000308424,ENSG00000308424_ENSG00000308424,ENSG00000308424.1_ENSG00000308424(-),TETO,507,525,-,10.1,4.8e-05,1,-485,,
ENSG00000308424,ENSG00000308424_ENSG00000308424,ENSG00000308424.1_ENSG00000308424(-),TETO,507,525,+,9.795,5.52e-05,1,-485,,
ENSG00000308424,ENSG00000308424_ENSG00000308424,ENSG00000308424.1_ENSG00000308424(-),TETO,330,348,-,8.955,8.53e-05,1,-662,,
ENSG00000308425,ENSG00000308425_ENSG00000308425,ENSG00000308425.1_ENSG00000308425(+),EBOX,944,955,-,13.9106,1.08e-05,0.545,-51.5,,
ENSG00000308425,ENSG00000308425_ENSG00000308425,ENSG00000308425.1_ENSG00000308425(+),EBOX,1136,1147,+,12.2114,3.29e-05,0.63,140.5,,
ENSG00000308425,ENSG00000308425_ENSG00000308425,ENSG00000308425.1_ENSG00000308425(+),EBOX,53,64,-,10.6667,8.74e-05,0.63,-942.5,,
ENSG00000308425,ENSG00000308425_ENSG00000308425,ENSG00000308425.1_ENSG00000308425(+),TETO,38,56,-,13.3,8.2e-06,1,-954,,
ENSG00000308427,ENSG00000308427_ENSG00000308427,ENSG00000308427.1_ENSG00000308427(+),TETO,1031,1049,-,12.45,1.32e-05,1,39,,
ENSG00000308428,ENSG00000308428_ENSG00000308428,ENSG00000308428.1_ENSG00000308428(+),EBOX,746,757,-,13.5203,1.41e-05,0.572,-249.5,,
ENSG00000308428,ENSG00000308428_ENSG00000308428,ENSG00000308428.1_ENSG00000308428(+),TETO,1624,1642,+,9.18,7.51e-05,1,632,,
ENSG00000308429,ENSG00000308429_ENSG00000308429,ENSG00000308429.1_ENSG00000308429(+),EBOX,1987,1998,-,12.252,3.2e-05,0.63,991.5,,
ENSG00000308429,ENSG00000308429_ENSG00000308429,ENSG00000308429.1_ENSG00000308429(+),EBOX,28,39,-,11.2683,6.08e-05,0.63,-967.5,,
ENSG00000308429,ENSG00000308429_ENSG00000308429,ENSG00000308429.1_ENSG00000308429(+),EBOX,464,475,-,11.1951,6.33e-05,0.63,-531.5,,
ENSG00000308433,ENSG00000308433_ENSG00000308433,ENSG00000308433.1_ENSG00000308433(-),EBOX,1499,1510,-,15.3171,2.62e-06,0.431,503.5,,
ENSG00000308433,ENSG00000308433_ENSG00000308433,ENSG00000308433.1_ENSG00000308433(-),EBOX,1499,1510,+,15.0976,3.52e-06,0.444,503.5,,
ENSG00000308433,ENSG00000308433_ENSG00000308433,ENSG00000308433.1_ENSG00000308433(-),EBOX,296,307,-,13.9837,1.03e-05,0.545,-699.5,,
ENSG00000308433,ENSG00000308433_ENSG00000308433,ENSG00000308433.1_ENSG00000308433(-),EBOX,296,307,+,13.7398,1.21e-05,0.561,-699.5,,
ENSG00000308434,ENSG00000308434_ENSG00000308434,ENSG00000308434.1_ENSG00000308434(-),EBOX,926,937,-,15.3171,2.62e-06,0.431,-69.5,,
ENSG00000308434,ENSG00000308434_ENSG00000308434,ENSG00000308434.1_ENSG00000308434(-),EBOX,926,937,+,15.0976,3.52e-06,0.444,-69.5,,
ENSG00000308434,ENSG00000308434_ENSG00000308434,ENSG00000308434.1_ENSG00000308434(-),EBOX,141,152,+,15.0569,3.7e-06,0.448,-854.5,,
ENSG00000308434,ENSG00000308434_ENSG00000308434,ENSG00000308434.1_ENSG00000308434(-),EBOX,141,152,-,10.8455,7.84e-05,0.63,-854.5,,
ENSG00000308434,ENSG00000308434_ENSG00000308434,ENSG00000308434.1_ENSG00000308434(-),EBOX,1186,1197,-,10.626,8.98e-05,0.63,190.5,,
ENSG00000308435,ENSG00000308435_ENSG00000308435,ENSG00000308435.1_ENSG00000308435(-),EBOX,1577,1588,-,15.1057,3.46e-06,0.444,581.5,,
ENSG00000308435,ENSG00000308435_ENSG00000308435,ENSG00000308435.1_ENSG00000308435(-),EBOX,36,47,+,10.7805,8.14e-05,0.63,-959.5,,
ENSG00000308435,ENSG00000308435_ENSG00000308435,ENSG00000308435.1_ENSG00000308435(-),TETO,198,216,+,17.08,7.44e-07,1,-794,,
ENSG00000308437,ENSG00000308437_ENSG00000308437,ENSG00000308437.1_ENSG00000308437(-),EBOX,269,280,-,11.9106,3.99e-05,0.63,-726.5,,
ENSG00000308437,ENSG00000308437_ENSG00000308437,ENSG00000308437.1_ENSG00000308437(-),TETO,1370,1388,-,9.25,7.23e-05,1,378,,
ENSG00000308441,ENSG00000308441_ENSG00000308441,ENSG00000308441.1_ENSG00000308441(+),EBOX,1248,1259,+,14.3496,7.49e-06,0.496,252.5,,
ENSG00000308441,ENSG00000308441_ENSG00000308441,ENSG00000308441.1_ENSG00000308441(+),EBOX,1248,1259,-,14.3496,7.49e-06,0.496,252.5,,
ENSG00000308441,ENSG00000308441_ENSG00000308441,ENSG00000308441.1_ENSG00000308441(+),EBOX,1574,1585,-,11.8293,4.21e-05,0.63,578.5,,
ENSG00000308441,ENSG00000308441_ENSG00000308441,ENSG00000308441.1_ENSG00000308441(+),EBOX,854,865,+,11.2439,6.16e-05,0.63,-141.5,,
ENSG00000308441,ENSG00000308441_ENSG00000308441,ENSG00000308441.1_ENSG00000308441(+),EBOX,1574,1585,+,11.0163,7.07e-05,0.63,578.5,,
ENSG00000308442,ENSG00000308442_ENSG00000308442,ENSG00000308442.1_ENSG00000308442(+),EBOX,1967,1978,-,11.4634,5.33e-05,0.63,971.5,,
ENSG00000308442,ENSG00000308442_ENSG00000308442,ENSG00000308442.1_ENSG00000308442(+),EBOX,1852,1863,-,11.0894,6.75e-05,0.63,856.5,,
